Type,Conference,Team,Color Name,Hex,Primary,Secondary
MLB,NLW,Arizona Diamondbacks,Sedona Red,#A71930,1,0
MLB,NLW,Arizona Diamondbacks,Sonoran Sand,#E3D4AD,0,1
MLB,NLW,Arizona Diamondbacks,Black,#000000,0,0
MLB,NLW,Arizona Diamondbacks,Teal,#30CED8,0,0
MLB,NLE,Atlanta Braves,Scarlet,#CE1141,0,0
MLB,NLE,Atlanta Braves,Navy Blue,#13274F,1,0
MLB,NLE,Atlanta Braves,Yellow,#EAAA00,0,0
MLB,NLE,Atlanta Braves,White,#FFFFFF,0,1
MLB,ALE,Baltimore Orioles,Orange,#DF4601,1,0
MLB,ALE,Baltimore Orioles,Black,#000000,0,1
MLB,ALE,Boston Red Sox,Red,#BD3039,1,0
MLB,ALE,Boston Red Sox,Navy Blue,#0C2340,0,0
MLB,ALE,Boston Red Sox,White,#FFFFFF,0,1
MLB,NLC,Chicago Cubs,Blue,#0E3386,1,0
MLB,NLC,Chicago Cubs,Red,#CC3433,0,1
MLB,ALC,Chicago White Sox,Black,#27251F,1,0
MLB,ALC,Chicago White Sox,Silver,#C4CED4,0,1
MLB,NLC,Cincinnati Reds,Red,#C6011F,1,0
MLB,NLC,Cincinnati Reds,Black,#000000,0,1
MLB,ALC,Cleveland Guardians,Navy Blue,#00385D,1,0
MLB,ALC,Cleveland Guardians,Red,#E50022,0,0
MLB,ALC,Cleveland Guardians,Red,#FF0000,0,1
MLB,NLW,Colorado Rockies,Purple,#333366,1,0
MLB,NLW,Colorado Rockies,Silver,#C4CED4,0,1
MLB,NLW,Colorado Rockies,Black,#131413,0,0
MLB,ALC,Detroit Tigers,Navy Blue,#0C2340,1,0
MLB,ALC,Detroit Tigers,Orange,#FA4616,0,1
MLB,ALW,Houston Astros,Navy Blue,#002D62,0,1
MLB,ALW,Houston Astros,Orange,#EB6E1F,1,0
MLB,ALC,Kansas City Royals,Royal Blue,#004687,1,0
MLB,ALC,Kansas City Royals,Gold,#BD9B60,0,1
MLB,ALW,Los Angeles Angels,Red,#BA0021,1,0
MLB,ALW,Los Angeles Angels,Midnight Blue,#003263,0,0
MLB,ALW,Los Angeles Angels,White,#FFFFFF,0,1
MLB,NLW,Los Angeles Dodgers,Dodger Blue,#005A9C,1,0
MLB,NLW,Los Angeles Dodgers,Red,#EF3E42,0,0
MLB,NLW,Los Angeles Dodgers,White,#FFFFFF,0,1
MLB,NLE,Miami Marlins,Miami Blue,#00A3E0,1,0
MLB,NLE,Miami Marlins,Caliente Red,#EF3340,0,0
MLB,NLE,Miami Marlins,Slate Gray,#41748D,0,0
MLB,NLE,Miami Marlins,Black,#000000,0,1
MLB,NLC,Milwaukee Brewers,Navy Blue,#12284B,1,0
MLB,NLC,Milwaukee Brewers,Yellow,#FFC52F,0,1
MLB,ALC,Minnesota Twins,Navy Blue,#002B5C,1,0
MLB,ALC,Minnesota Twins,Scarlet Red,#D31145,0,0
MLB,ALC,Minnesota Twins,Kasota Gold,#B9975B,0,1
MLB,NLE,New York Mets,Blue,#002D72,1,0
MLB,NLE,New York Mets,Orange,#FF5910,0,1
MLB,ALE,New York Yankees,Navy Blue,#0C2340,1,0
MLB,ALE,New York Yankees,Blue,#003087,0,0
MLB,ALE,New York Yankees,Pinstripe Gray,#A5ACAF,0,1
MLB,ALW,Oakland Athletics,Green,#003831,1,0
MLB,ALW,Oakland Athletics,Gold,#EFB21E,0,1
MLB,NLE,Philadelphia Phillies,Red,#E81828,1,0
MLB,NLE,Philadelphia Phillies,Blue,#002D72,0,0
MLB,NLE,Philadelphia Phillies,White,#FFFFFF,0,1
MLB,NLC,Pittsburgh Pirates,Black,#27251F,1,0
MLB,NLC,Pittsburgh Pirates,Gold,#FDB827,0,1
MLB,NLW,San Diego Padres,Brown,#2F241D,1,0
MLB,NLW,San Diego Padres,Gold,#FFC425,0,1
MLB,NLW,San Francisco Giants,Orange,#FD5A1E,1,0
MLB,NLW,San Francisco Giants,Black,#27251F,0,1
MLB,NLW,San Francisco Giants,Beige,#EFD19F,0,0
MLB,NLW,San Francisco Giants,Gold,#AE8F6F,0,0
MLB,ALW,Seattle Mariners,Navy Blue,#0C2C56,0,0
MLB,ALW,Seattle Mariners,Northwest Green,#005C5C,1,0
MLB,ALW,Seattle Mariners,Silver,#C4CED4,0,1
MLB,NLC,St. Louis Cardinals,Red,#C41E3A,1,0
MLB,NLC,St. Louis Cardinals,Navy Blue,#0C2340,0,0
MLB,NLC,St. Louis Cardinals,Yellow,#FEDB00,0,1
MLB,ALE,Tampa Bay Rays,Navy Blue,#092C5C,1,0
MLB,ALE,Tampa Bay Rays,Columbia Blue,#8FBCE6,0,1
MLB,ALE,Tampa Bay Rays,Yellow,#F5D130,0,0
MLB,ALW,Texas Rangers,Blue,#003278,1,0
MLB,ALW,Texas Rangers,Red,#C0111F,0,0
MLB,ALW,Texas Rangers,Red,#FF0000,0,1
MLB,ALE,Toronto Blue Jays,Blue,#134A8E,1,0
MLB,ALE,Toronto Blue Jays,Navy Blue,#1D2D5C,0,0
MLB,ALE,Toronto Blue Jays,Red,#E8291C,0,0
MLB,ALE,Toronto Blue Jays,White,#FFFFFF,0,1
MLB,NLE,Washington Nationals,Red,#AB0003,1,0
MLB,NLE,Washington Nationals,Navy Blue,#14225A,0,0
MLB,NLE,Washington Nationals,White,#FFFFFF,0,1
NCAA D1,ACC,Boston College Eagles,Maroon,#98002E,1,0
NCAA D1,ACC,Boston College Eagles,Gold,#BC9B6A,0,1
NCAA D1,ACC,Clemson Tigers,Clemson Orange,#F56600,1,0
NCAA D1,ACC,Clemson Tigers,Regalia,#522D80,0,1
NCAA D1,ACC,Duke Blue Devils,Duke Blue,#003087,1,0
NCAA D1,ACC,Duke Blue Devils,White,#FFFFFF,0,1
NCAA D1,ACC,Florida State Seminoles,Garnet,#782F40,1,0
NCAA D1,ACC,Florida State Seminoles,Gold,#CEB888,0,1
NCAA D1,ACC,Florida State Seminoles,Black,#000000,0,0
NCAA D1,ACC,Georgia Tech Yellow Jackets,Tech Gold,#B3A369,1,0
NCAA D1,ACC,Georgia Tech Yellow Jackets,Metallic Gold,#A28D5B,0,0
NCAA D1,ACC,Georgia Tech Yellow Jackets,Blue,#003057,0,1
NCAA D1,ACC,Louisville Cardinals,Red,#AD0000,1,0
NCAA D1,ACC,Louisville Cardinals,Black,#000000,0,0
NCAA D1,ACC,Louisville Cardinals,Yellow,#FDB913,0,1
NCAA D1,ACC,Miami Hurricanes,Orange,#F47321,0,1
NCAA D1,ACC,Miami Hurricanes,Green,#005030,1,0
NCAA D1,ACC,North Carolina Tar Heels,Carolina Blue,#7BAFD4,1,0
NCAA D1,ACC,North Carolina Tar Heels,White,#FFFFFF,0,0
NCAA D1,ACC,North Carolina Tar Heels,Navy,#13294B,0,1
NCAA D1,ACC,NC State Wolfpack,Red,#CC0000,1,0
NCAA D1,ACC,NC State Wolfpack,Black,#000000,0,1
NCAA D1,ACC,Notre Dame Fighting Irish,Notre Dame Blue,#0C2340,1,0
NCAA D1,ACC,Notre Dame Fighting Irish,Standard Dome Gold,#C99700,0,1
NCAA D1,ACC,Notre Dame Fighting Irish,Metallic Gold,#AE9142,0,0
NCAA D1,ACC,Notre Dame Fighting Irish,Irish Green,#00843D,0,0
NCAA D1,ACC,Pittsburgh Panthers,Game Royal,#003594,1,0
NCAA D1,ACC,Pittsburgh Panthers,University Gold,#FFB81C,0,1
NCAA D1,ACC,Syracuse Orange,Syracuse Orange,#F76900,1,0
NCAA D1,ACC,Syracuse Orange,Primary Blue,#000E54,0,1
NCAA D1,ACC,Virginia Cavaliers,Jefferson Blue,#232D4B,1,0
NCAA D1,ACC,Virginia Cavaliers,Virginia Orange,#F84C1E,0,1
NCAA D1,ACC,Virginia Tech Hokies,Chicago Maroon,#630031,1,0
NCAA D1,ACC,Virginia Tech Hokies,Orange,#CF4420,0,1
NCAA D1,ACC,Wake Forest Demon Deacons,Gold,#9E7E38,1,0
NCAA D1,ACC,Wake Forest Demon Deacons,Black,#000000,0,1
NCAA D1,Big 12,Central Florida Knights,Bright Gold,#FFC904,0,1
NCAA D1,Big 12,Central Florida Knights,Metallic Gold,#BA9B37,0,0
NCAA D1,Big 12,Central Florida Knights,Black,#000000,1,0
NCAA D1,Big 12,Cincinnati Bearcats,Red,#E00122,1,0
NCAA D1,Big 12,Cincinnati Bearcats,Black,#000000,0,1
NCAA D1,Big East,Connecticut Huskies,Navy Blue,#000E2F,1,0
NCAA D1,Big East,Connecticut Huskies,Gray,#7C878E,0,0
NCAA D1,Big East,Connecticut Huskies,Red,#E4002B,0,0
NCAA D1,Big East,Connecticut Huskies,White,#FFFFFF,0,1
NCAA D1,American Athletic,East Carolina Pirates,Purple,#592A8A,1,0
NCAA D1,American Athletic,East Carolina Pirates,Gold,#FDC82F,0,1
NCAA D1,Big 12,Houston Cougars,Red,#C8102E,1,0
NCAA D1,Big 12,Houston Cougars,Dark Red,#76232F,0,0
NCAA D1,Big 12,Houston Cougars,Gray,#B2B4B2,0,0
NCAA D1,Big 12,Houston Cougars,White,#FFFFFF,0,1
NCAA D1,American Athletic,Memphis Tigers,Blue,#003087,1,0
NCAA D1,American Athletic,Memphis Tigers,Gray,#898D8D,0,1
NCAA D1,American Athletic,Memphis Tigers,Orange,#F8992E,0,0
NCAA D1,Patriot League,Navy Midshipmen,Navy Blue,#00205B,1,0
NCAA D1,Patriot League,Navy Midshipmen,Gold,#C5B783,0,1
NCAA D1,ACC,SMU Mustangs,Blue,#0033A0,1,0
NCAA D1,ACC,SMU Mustangs,Red,#C8102E,0,1
NCAA D1,American Athletic,South Florida Bulls,USF GREEN,#006747,1,0
NCAA D1,American Athletic,South Florida Bulls,USF GOLD,#CFC493,0,1
NCAA D1,American Athletic,Temple Owls,Cherry,#9D2235,1,0
NCAA D1,American Athletic,Temple Owls,Yellow,#FFCD00,0,1
NCAA D1,American Athletic,Temple Owls,Metallic Silver,#8A8D8F,0,0
NCAA D1,American Athletic,Temple Owls,Silver,#C1C6C8,0,0
NCAA D1,American Athletic,Temple Owls,Black,#000000,0,0
NCAA D1,American Athletic,Tulane Green Wave,Dark Green,#006747,1,0
NCAA D1,American Athletic,Tulane Green Wave,Kelly Green,#43B02A,0,1
NCAA D1,American Athletic,Tulane Green Wave,Blue,#418FDE,0,0
NCAA D1,American Athletic,Tulane Green Wave,Black,#000000,0,0
NCAA D1,American Athletic,Tulsa Golden Hurricane,Navy Blue,#002D72,1,0
NCAA D1,American Athletic,Tulsa Golden Hurricane,Red,#C8102E,0,0
NCAA D1,American Athletic,Tulsa Golden Hurricane,Old Gold,#C5B783,0,1
NCAA D1,American Athletic,Tulsa Golden Hurricane,Yellow,#F3D54E,0,0
NCAA D1,American Athletic,Tulsa Golden Hurricane,Metallic Gold,#84754E,0,0
NCAA D1,American Athletic,Wichita State Shockers,Wichita State Yellow,#FFCD00,1,0
NCAA D1,American Athletic,Wichita State Shockers,Black,#000000,0,1
NCAA D1,America East,University At Albany Great Danes,Purple,#461660,1,0
NCAA D1,America East,University At Albany Great Danes,Gold,#EEB211,0,1
NCAA D1,America East,Binghamton Bearcats,Deep Green,#005A43,1,0
NCAA D1,America East,Binghamton Bearcats,Green,#169B62,0,1
NCAA D1,America East,Binghamton Bearcats,RED,#BF0D3E,0,0
NCAA D1,America East,Binghamton Bearcats,COOL GRAY,#B1B3B3,0,0
NCAA D1,America East,Maine Black Bears,Navy Blue,#003263,1,0
NCAA D1,America East,Maine Black Bears,Light Blue,#B0D7FF,0,1
NCAA D1,America East,Maine Black Bears,RED,#AB0634,0,0
NCAA D1,America East,Maine Black Bears,GRAY,#908C89,0,0
NCAA D1,America East,New Hampshire Wildcats,Blue,#041E42,1,0
NCAA D1,America East,New Hampshire Wildcats,Silver,#BBBCBC,0,1
NCAA D1,CAA,Stony Brook University Seawolves,STONY BROOK RED,#990000,1,0
NCAA D1,CAA,Stony Brook University Seawolves,MIDNIGHT BLUE,#16243E,0,1
NCAA D1,CAA,Stony Brook University Seawolves,STONY BROOK GREY,#828282,0,0
NCAA D1,America East,UMass Lowell River Hawks,BLUE,#003DA5,1,0
NCAA D1,America East,UMass Lowell River Hawks,RED,#C8102E,0,1
NCAA D1,America East,University of Maryland - Baltimore County Retrievers,UMBC Retriever Brown,#B18906,1,0
NCAA D1,America East,University of Maryland - Baltimore County Retrievers,Black,#000000,0,0
NCAA D1,America East,University of Maryland - Baltimore County Retrievers,Gold,#F7BD00,0,1
NCAA D1,America East,Vermont Catamounts,CATAMOUNT GREEN,#154734,1,0
NCAA D1,America East,Vermont Catamounts,CATAMOUNT BROWN,#8B5B29,0,1
NCAA D1,America East,Vermont Catamounts,CATAMOUNT GOLD,#FFC72C,0,0
NCAA D1,America East,Vermont Catamounts,CATAMOUNT LIGHT BROWN,#C6AA76,0,0
NCAA D1,America East,Vermont Catamounts,CATAMOUNT ORANGE,#FF6A13,0,0
NCAA D1,Atlantic 10,Davidson Wildcats,Red,#AC1A2F,1,0
NCAA D1,Atlantic 10,Davidson Wildcats,Black,#000000,0,1
NCAA D1,Atlantic 10,Dayton Flyers,RED SCARE,#CE1141,1,0
NCAA D1,Atlantic 10,Dayton Flyers,FLYERS BLUE,#004B8D,0,1
NCAA D1,Atlantic 10,Dayton Flyers,GLOW RED,#F80228,0,0
NCAA D1,Atlantic 10,Dayton Flyers,GLOW BLUE,#0200D1,0,0
NCAA D1,Atlantic 10,Duquesne Dukes,Navy Blue,#041E42,1,0
NCAA D1,Atlantic 10,Duquesne Dukes,Red,#BA0C2F,0,1
NCAA D1,Atlantic 10,Duquesne Dukes,Black,#000000,0,0
NCAA D1,Atlantic 10,Fordham Rams,FORDHAM ATHLETIC MAROON,#860038,1,0
NCAA D1,Atlantic 10,Fordham Rams,White,#FFFFFF,0,1
NCAA D1,Atlantic 10,George Mason Patriots,MASON GREEN,#006633,1,0
NCAA D1,Atlantic 10,George Mason Patriots,MASON GOLD,#FFCC33,0,1
NCAA D1,Atlantic 10,George Washington Colonials,BUFF,#E2CB92,1,0
NCAA D1,Atlantic 10,George Washington Colonials,BLUE,#002654,0,1
NCAA D1,Atlantic 10,La Salle Explorers,GOLD,#FFCC00,1,0
NCAA D1,Atlantic 10,La Salle Explorers,BLUE,#003366,0,1
NCAA D1,Atlantic 10,Rhode Island Rams,Keaney Blue,#68ABE8,1,0
NCAA D1,Atlantic 10,Rhode Island Rams,Navy Blue,#002147,0,1
NCAA D1,Atlantic 10,Richmond Spiders,UR BLUE,#000066,1,0
NCAA D1,Atlantic 10,Richmond Spiders,UR RED,#990000,0,1
NCAA D1,Atlantic 10,St. Bonaventure Bonnies,BROWN,#54261A,1,0
NCAA D1,Atlantic 10,St. Bonaventure Bonnies,GOLD,#FDB726,0,1
NCAA D1,Atlantic 10,St. Bonaventure Bonnies,GRAY,#BDB6B0,0,0
NCAA D1,Atlantic 10,Saint Joseph's Hawks,CRIMSON,#9E1B32,1,0
NCAA D1,Atlantic 10,Saint Joseph's Hawks,GRAY,#6C6F70,0,1
NCAA D1,Atlantic 10,Saint Louis Billikens,SLU Blue,#003DA5,1,0
NCAA D1,Atlantic 10,Saint Louis Billikens,COLLEGE CHURCH GRAY,#C8C9C7,0,1
NCAA D1,Atlantic 10,Virginia Commonwealth Rams,Gold,#FFB300,1,0
NCAA D1,Atlantic 10,Virginia Commonwealth Rams,Black,#000000,0,1
NCAA D1,Atlantic Sun,Florida Gulf Coast Eagles,Blue,#002D72,1,0
NCAA D1,Atlantic Sun,Florida Gulf Coast Eagles,Green,#007749,0,1
NCAA D1,Atlantic Sun,Florida Gulf Coast Eagles,Gold,#B9975B,0,0
NCAA D1,Atlantic Sun,Jacksonville Dolphins,GREEN,#004E44,1,0
NCAA D1,Atlantic Sun,Jacksonville Dolphins,GRAY,#898A8D,0,1
NCAA D1,Atlantic Sun,Jacksonville Dolphins,SILVER,#BBBBBB,0,0
NCAA D1,Conference USA,Kennesaw State Owls,KSU Gold,#FDBB30,1,0
NCAA D1,Conference USA,Kennesaw State Owls,BLACK,#0B1315,0,1
NCAA D1,Conference USA,Kennesaw State Owls,GREY,#C5C6C8,0,0
NCAA D1,Conference USA,Liberty Flames,Blue,#002D62,1,0
NCAA D1,Conference USA,Liberty Flames,Red,#C41230,0,1
NCAA D1,Conference USA,Liberty Flames,Grey,#C6C8CA,0,0
NCAA D1,Atlantic Sun,Lipscomb University Bisons,PURPLE,#331E54,1,0
NCAA D1,Atlantic Sun,Lipscomb University Bisons,GOLD,#F4AA00,0,1
NCAA D1,Atlantic Sun,North Alabama Lions,UNA PURPLE,#46166B,1,0
NCAA D1,Atlantic Sun,North Alabama Lions,UNA GOLD,#DB9F11,0,1
NCAA D1,Atlantic Sun,North Alabama Lions,UNA GREY,#5F6062,0,0
NCAA D1,Atlantic Sun,North Florida Ospreys,OSPREY BLUE,#00246B,1,0
NCAA D1,Atlantic Sun,North Florida Ospreys,OSPREY GRAY,#D9D9D9,0,1
NCAA D1,Big South,USC Upstate Spartans,GREEN,#00703C,1,0
NCAA D1,Big South,USC Upstate Spartans,White,#FFFFFF,0,1
NCAA D1,Big South,USC Upstate Spartans,Black,#000000,0,0
NCAA D1,Atlantic Sun,Stetson Hatters,Stetson Green,#00523E,1,0
NCAA D1,Atlantic Sun,Stetson Hatters,Hatter Green,#3B8729,0,1
NCAA D1,Big East,Butler Bulldogs,Blue,#13294B,1,0
NCAA D1,Big East,Butler Bulldogs,GRAY,#747678,0,1
NCAA D1,Big East,Butler Bulldogs,SECONDARY GRAY,#D1E0D7,0,0
NCAA D1,Big East,Creighton Bluejays,Blue,#005CA9,1,0
NCAA D1,Big East,Creighton Bluejays,Navy Blue,#00235D,0,0
NCAA D1,Big East,Creighton Bluejays,Light Blue,#6CADDE,0,0
NCAA D1,Big East,Creighton Bluejays,Gray,#828282,0,0
NCAA D1,Big East,Creighton Bluejays,White,#FFFFFF,0,1
NCAA D1,Big East,DePaul Blue Demons,Royal Blue,#005EB8,1,0
NCAA D1,Big East,DePaul Blue Demons,SCARLET,#E4002B,0,0
NCAA D1,Big East,DePaul Blue Demons,White,#FFFFFF,0,1
NCAA D1,Big East,Georgetown Hoyas,Georgetown Blue,#041E42,1,0
NCAA D1,Big East,Georgetown Hoyas,Georgetown Gray,#8D817B,0,1
NCAA D1,Big East,Marquette Golden Eagles,Marquette Blue,#003366,1,0
NCAA D1,Big East,Marquette Golden Eagles,Marquette Gold,#FFCC00,0,1
NCAA D1,Big East,Providence Friars,SILVER,#8A8D8F,0,1
NCAA D1,Big East,Providence Friars,Black,#000000,1,0
NCAA D1,Big East,Providence Friars,White,#FFFFFF,0,0
NCAA D1,Big East,Seton Hall Pirates,Blue,#004488,1,0
NCAA D1,Big East,Seton Hall Pirates,Gray,#A2AAAD,0,1
NCAA D1,Big East,St. John's Red Storm,St. John’s Red,#BA0C2F,1,0
NCAA D1,Big East,St. John's Red Storm,SJU Blue,#041C2C,0,1
NCAA D1,Big East,St. John's Red Storm,Silver Gray,#A7A8AA,0,0
NCAA D1,Big East,Villanova Wildcats,Navy,#00205B,1,0
NCAA D1,Big East,Villanova Wildcats,Light Blue,#13B5EA,0,1
NCAA D1,Big East,Villanova Wildcats,Gold,#8B634B,0,0
NCAA D1,Big East,Xavier University Musketeers,Blue,#0C2340,1,0
NCAA D1,Big East,Xavier University Musketeers,Silver,#9EA2A2,0,1
NCAA D1,Big Sky,Eastern Washington Eagles,Red,#A10022,1,0
NCAA D1,Big Sky,Eastern Washington Eagles,Black,#000000,0,1
NCAA D1,Big Sky,Eastern Washington Eagles,Gray,#6D6E71,0,0
NCAA D1,Big Sky,Idaho Vandals,Athletic Gold,#B3A369,1,0
NCAA D1,Big Sky,Idaho Vandals,Academic Gold,#EAAB00,0,1
NCAA D1,Big Sky,Idaho Vandals,Metallic Gold,#86754D,0,0
NCAA D1,Big Sky,Idaho Vandals,Black,#000000,0,0
NCAA D1,Big Sky,Idaho State Bengals,ISU Orange,#FF671F,1,0
NCAA D1,Big Sky,Idaho State Bengals,Black,#000000,0,0
NCAA D1,Big Sky,Idaho State Bengals,Light Orange,#F9A81A,0,1
NCAA D1,Big Sky,Montana Grizzlies,Maroon,#660033,1,0
NCAA D1,Big Sky,Montana Grizzlies,Silver,#999999,0,1
NCAA D1,Big Sky,Montana State Bobcats,Blue,#00205B,1,0
NCAA D1,Big Sky,Montana State Bobcats,Gold,#B9975B,0,1
NCAA D1,Big Sky,Northern Arizona Lumberjacks,NAU Blue,#003466,1,0
NCAA D1,Big Sky,Northern Arizona Lumberjacks,NAU Gold,#FFD200,0,1
NCAA D1,Big Sky,Northern Colorado Bears,Bears Blue,#013C65,1,0
NCAA D1,Big Sky,Northern Colorado Bears,Bears Gold,#F6B000,0,1
NCAA D1,Big Sky,Portland State Vikings,Green,#154734,1,0
NCAA D1,Big Sky,Portland State Vikings,White,#FFFFFF,0,1
NCAA D1,Big Sky,"California State University, Sacramento Hornets",Sac State Green,#043927,1,0
NCAA D1,Big Sky,"California State University, Sacramento Hornets",Sac State Gold,#C4B581,0,1
NCAA D1,WAC,Southern Utah Thunderbirds,SUU Red,#C41425,1,0
NCAA D1,WAC,Southern Utah Thunderbirds,SUU Black,#000000,0,1
NCAA D1,Big Sky,Weber State Wildcats,Wildcat Purple,#4B2682,1,0
NCAA D1,Big Sky,Weber State Wildcats,Gray,#A1A1A4,0,1
NCAA D1,Big Sky,Weber State Wildcats,Black,#130C0E,0,0
NCAA D1,CAA,Campbell Fighting Camels,Orange,#F58025,1,0
NCAA D1,CAA,Campbell Fighting Camels,Black,#231F20,0,1
NCAA D1,Big South,Charleston Southern Buccaneers,Gold,#A8996E,1,0
NCAA D1,Big South,Charleston Southern Buccaneers,Blue,#002855,0,1
NCAA D1,Big South,Gardner-Webb Bulldogs,Red,#BF2F37,1,0
NCAA D1,Big South,Gardner-Webb Bulldogs,Black,#000000,0,1
NCAA D1,CAA,Hampton Pirates,Blue,#0060A9,1,0
NCAA D1,CAA,Hampton Pirates,White,#FFFFFF,0,1
NCAA D1,Big South,High Point Panthers,Royal Purple,#330072,1,0
NCAA D1,Big South,High Point Panthers,White,#FFFFFF,0,1
NCAA D1,Big South,Longwood Lancers,Blue,#15213B,1,0
NCAA D1,Big South,Longwood Lancers,Grey,#999D9E,0,1
NCAA D1,Big South,Presbyterian Blue Hose,Blue,#0060A9,1,0
NCAA D1,Big South,Presbyterian Blue Hose,Red,#9D2235,0,1
NCAA D1,Big South,Radford Highlanders,Red,#C2011B,1,0
NCAA D1,Big South,Radford Highlanders,Gray,#D1D3D4,0,0
NCAA D1,Big South,Radford Highlanders,Blue,#003C71,0,1
NCAA D1,Big South,UNC Asheville Bulldogs,Blue,#003DA5,1,0
NCAA D1,Big South,UNC Asheville Bulldogs,Grey,#808285,0,0
NCAA D1,Big South,UNC Asheville Bulldogs,Light Grey,#C7C8CA,0,0
NCAA D1,Big South,UNC Asheville Bulldogs,Red,#E31837,0,1
NCAA D1,Big South,UNC Asheville Bulldogs,Black,#231F20,0,0
NCAA D1,Big South,Winthrop Eagles,Garnet,#660000,1,0
NCAA D1,Big South,Winthrop Eagles,Gold,#F0B323,0,1
NCAA D1,Big Ten,Illinois Fighting Illini,Navy Blue,#13294B,0,1
NCAA D1,Big Ten,Illinois Fighting Illini,Orange,#E84A27,1,0
NCAA D1,Big Ten,Indiana Hoosiers,Crimson,#990000,1,0
NCAA D1,Big Ten,Indiana Hoosiers,Cream,#EEEDEB,0,1
NCAA D1,Big Ten,Iowa Hawkeyes,Black,#000000,1,0
NCAA D1,Big Ten,Iowa Hawkeyes,Hawkeyes Gold,#FFCD00,0,1
NCAA D1,Big Ten,Maryland Terrapins,Red,#E03A3E,1,0
NCAA D1,Big Ten,Maryland Terrapins,Black,#000000,0,0
NCAA D1,Big Ten,Maryland Terrapins,Gold,#FFD520,0,1
NCAA D1,Big Ten,Michigan Wolverines,Blue,#00274C,0,1
NCAA D1,Big Ten,Michigan Wolverines,Maize,#FFCB05,1,0
NCAA D1,Big Ten,Minnesota Golden Gophers,Maroon,#7A0019,1,0
NCAA D1,Big Ten,Minnesota Golden Gophers,Gold,#FFCC33,0,1
NCAA D1,Big Ten,Nebraska Cornhuskers,Red,#E41C38,1,0
NCAA D1,Big Ten,Nebraska Cornhuskers,Black,#000000,0,0
NCAA D1,Big Ten,Nebraska Cornhuskers,Cream,#FDF2D9,0,1
NCAA D1,Big Ten,Northwestern Wildcats,Purple,#4E2A84,1,0
NCAA D1,Big Ten,Northwestern Wildcats,White,#FFFFFF,0,1
NCAA D1,Big Ten,Ohio State Buckeyes,Scarlet,#BB0000,1,0
NCAA D1,Big Ten,Ohio State Buckeyes,Gray,#666666,0,0
NCAA D1,Big Ten,Ohio State Buckeyes,Black,#000000,0,0
NCAA D1,Big Ten,Ohio State Buckeyes,White,#FFFFFF,0,1
NCAA D1,Big Ten,Penn State Nittany Lions,Blue,#041E42,1,0
NCAA D1,Big Ten,Penn State Nittany Lions,White,#FFFFFF,0,1
NCAA D1,Big Ten,Purdue Boilermakers,Athletic Gold,#CEB888,1,0
NCAA D1,Big Ten,Purdue Boilermakers,Black,#000000,0,1
NCAA D1,Big Ten,Purdue Boilermakers,Gray,#9D968D,0,0
NCAA D1,Big Ten,Purdue Boilermakers,Dark Gray,#373A36,0,0
NCAA D1,Big Ten,Purdue Boilermakers,Campus Gold,#C28E0E,0,0
NCAA D1,Big Ten,Rutgers Scarlet Knights,Scarlet,#CC0033,1,0
NCAA D1,Big Ten,Rutgers Scarlet Knights,Gray,#5F6A72,0,0
NCAA D1,Big Ten,Rutgers Scarlet Knights,Black,#000000,0,1
NCAA D1,Big Ten,Wisconsin Badgers,Badger Red,#C5050C,1,0
NCAA D1,Big Ten,Wisconsin Badgers,White,#FFFFFF,0,1
NCAA D1,Big West,Cal Poly Mustangs,Cal Poly Green,#003831,1,0
NCAA D1,Big West,Cal Poly Mustangs,Cal Poly Vegas Gold,#FFE395,0,1
NCAA D1,Big West,Cal Poly Mustangs,Cal Poly Copper Gold,#B38F4F,0,0
NCAA D1,Big West,Cal Poly Mustangs,Black,#000000,0,0
NCAA D1,Big West,Cal State Fullerton Titans,TITAN BLUE,#00274C,1,0
NCAA D1,Big West,Cal State Fullerton Titans,TITAN LIGHT ORANGE,#DC8218,0,1
NCAA D1,Big West,Hawaii Warriors,Green,#024731,1,0
NCAA D1,Big West,Hawaii Warriors,Silver,#C8C8C8,0,1
NCAA D1,Big West,Hawaii Warriors,Black,#000000,0,0
NCAA D1,Big West,Long Beach State Beach,Go Beach Gold,#FFC72A,1,0
NCAA D1,Big West,Long Beach State Beach,Championship Black,#000000,0,1
NCAA D1,Big West,UC Davis Aggies,Yale Blue,#002855,1,0
NCAA D1,Big West,UC Davis Aggies,Gold,#B3A369,0,1
NCAA D1,Big West,UC Irvine Anteaters,DARK BLUE,#0C2340,1,0
NCAA D1,Big West,UC Irvine Anteaters,YELLOW,#FFC72C,0,1
NCAA D1,Big West,UC Riverside Highlanders,UCR BLUE,#2D6CC0,1,0
NCAA D1,Big West,UC Riverside Highlanders,UCR NAVY,#003066,0,1
NCAA D1,Big West,UC Riverside Highlanders,UCR GOLD,#F1AB00,0,0
NCAA D1,Big West,UC Riverside Highlanders,UCR GRAY,#7A6E67,0,0
NCAA D1,Big West,UC Santa Barbara Gauchos,NAVY,#003660,1,0
NCAA D1,Big West,UC Santa Barbara Gauchos,GOLD,#FEBC11,0,1
NCAA D1,Big 12,Baylor Bears,Baylor Green,#154734,1,0
NCAA D1,Big 12,Baylor Bears,Baylor Gold,#FFB81C,0,1
NCAA D1,Big 12,Iowa State Cyclones,Cardinal,#C8102E,0,1
